sourceDataSystem,fieldName,codeName,codeDefinition,definitionSource,comments,
PTAGIS,Run Codes,4,Winter,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Run Codes,5,Unknown,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Run Codes,R,Resident,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=Run,none,
PTAGIS,Rearing Type Codes,H,Hatchery Reared,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=RearingType,none,
PTAGIS,Rearing Type Codes,U,Unknown,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=RearingType,none,
PTAGIS,Rearing Type Codes,W,Wild Fish or Natural Production,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=RearingType,none,
PTAGIS,SpeciesRunRearType,00U,Unknown (fish not observed),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,05U,Unknown,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,11H,Hat. Spring Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,11U,Spring Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,11W,Wild Spring Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,12H,Hat. Summer Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,12U,Summer Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,12W,Wild Summer Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,13H,Hat. Fall Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,13U,Fall Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,13W,Wild Fall Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,15H,Hat. Chinook (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,15U,Chinook (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,15W,Wild Chinook (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,25H,Hat. Coho,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,25U,Coho (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,25W,Wild Coho,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,30H,Hat. O. mykiss (unknown migratory status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,30U,O. mykiss (unknown migratory/rearing status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,30W,Wild O. mykiss (unknown migratory status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,32H,Hat. Summer Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,32U,Summer Steelhead (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,32W,Wild Summer Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,34H,Hat. Winter Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,34W,Wild Winter Steelhead,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,35H,Hat. Steelhead (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,35U,Steelhead (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,35W,Wild Steelhead (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,3RH,Hat. Rainbow Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,3RU,Rainbow Trout (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,3RW,Wild Rainbow Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,42H,Hat. Summer Sockeye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,42U,Summer Sockeye (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,42W,Wild Summer Sockeye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,45H,Hat. Sockeye (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,45U,Sockeye (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,45W,Wild Sockeye (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,4RH,Hatchery Resident Sockeye (Kokanee),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,4RW,Wild Resident Sockeye (Kokanee),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,52H,Hat. Summer Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,52U,Summer Chum (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,52W,Wild Summer Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,53H,Hat. Fall Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,53U,Fall Chum (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,53W,Wild Fall Chum,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,55H,Hat. Chum (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,55U,Chum (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,55W,Wild Chum (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,65W,Wild Pink,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,7RW,Bull Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,85H,Hat. Coastal Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,85U,Coastal Cutthroat (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,85W,Wild Coastal Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,8RW,Wild Resident Cutthroat,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,90U,Other,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,A0H,Hatchery Pacific Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,A0W,Pacific Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,B0H,Hat. White Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,B0W,White Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,C0W,Green Sturgeon,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,D0W,Northern Pikeminnow,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,ERU,Brook Trout,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,F0W,American Shad,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,G0W,Mountain Whitefish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,H0W,Walleye,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,I0W,Channel Catfish,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,J0W,Smallmouth Bass,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,K0W,Western Brook Lamprey,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SpeciesRunRearType,L0W,Wild Lamprey (species unknown),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,"Data specifications refer to ""Verbose Species Validation Codes"". Don't see anything by that name so we think these are the SRR codes and this is why I kept the SpeciesRunRearType codes separated from the SRR Codes even though they are the same.",
PTAGIS,SRR Code,00U,Unknown (fish not observed),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,05U,Unknown,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,11H,Hat. Spring Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,11U,Spring Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,11W,Wild Spring Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,12H,Hat. Summer Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,12U,Summer Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,12W,Wild Summer Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,13H,Hat. Fall Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,13U,Fall Chinook (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,13W,Wild Fall Chinook,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,15H,Hat. Chinook (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,15U,Chinook (unknown run & r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,15W,Wild Chinook (unknown run),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,25H,Hat. Coho,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,25U,Coho (unknown r/t),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,25W,Wild Coho,from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,30H,Hat. O. mykiss (unknown migratory status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,30U,O. mykiss (unknown migratory/rearing status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
PTAGIS,SRR Code,30W,Wild O. mykiss (unknown migratory status),from AllValidationCodes.csv created from https://www.ptagis.org/Resources/ValidationCodes?domainFilter=SrrCode,Data specifications refer to SRR Verbose Validation Codes,
