source,Code,Name,Definition,Status,Start Year,End Year,Tag Code Mask,Manufacturer
SrrCode.csv,52U,Summer Chum (unknown r/t),,,,,,
SrrCode.csv,52W,Wild Summer Chum,,,,,,
SrrCode.csv,53H,Hat. Fall Chum,,,,,,
SrrCode.csv,53U,Fall Chum (unknown r/t),,,,,,
SrrCode.csv,53W,Wild Fall Chum,,,,,,
SrrCode.csv,55H,Hat. Chum (unknown run),,,,,,
SrrCode.csv,55U,Chum (unknown run & r/t),,,,,,
SrrCode.csv,55W,Wild Chum (unknown run),,,,,,
SrrCode.csv,65W,Wild Pink,,,,,,
SrrCode.csv,7RW,Bull Trout,,,,,,
SrrCode.csv,85H,Hat. Coastal Cutthroat,,,,,,
SrrCode.csv,85U,Coastal Cutthroat (unknown r/t),,,,,,
SrrCode.csv,85W,Wild Coastal Cutthroat,,,,,,
SrrCode.csv,8RW,Wild Resident Cutthroat,,,,,,
SrrCode.csv,90U,Other,,,,,,
SrrCode.csv,A0H,Hatchery Pacific Lamprey,,,,,,
SrrCode.csv,A0W,Pacific Lamprey,,,,,,
SrrCode.csv,B0H,Hat. White Sturgeon,,,,,,
SrrCode.csv,B0W,White Sturgeon,,,,,,
SrrCode.csv,C0W,Green Sturgeon,,,,,,
SrrCode.csv,D0W,Northern Pikeminnow,,,,,,
SrrCode.csv,ERU,Brook Trout,,,,,,
SrrCode.csv,F0W,American Shad,,,,,,
SrrCode.csv,G0W,Mountain Whitefish,,,,,,
SrrCode.csv,H0W,Walleye,,,,,,
SrrCode.csv,I0W,Channel Catfish,,,,,,
SrrCode.csv,J0W,Smallmouth Bass,,,,,,
SrrCode.csv,K0W,Western Brook Lamprey,,,,,,
SrrCode.csv,L0W,Wild Lamprey (species unknown),,,,,,
TagMask.csv,,,,,,,000,HDX
TagMask.csv,,,,,,,348.16D7,Datamars
TagMask.csv,,,,,,,384.0A03,Oregon RFID
TagMask.csv,,,,,,,384.0F99,Oregon RFID
TagMask.csv,,,,,,,384.1B79,RFID Solutions
TagMask.csv,,,,,,,384.3427,Oregon RFID
TagMask.csv,,,,,,,384.349E,Oregon RFID
TagMask.csv,,,,,,,384.3515,Oregon RFID
TagMask.csv,,,,,,,384.358D,Oregon RFID
TagMask.csv,,,,,,,384.36F2,Biomark
TagMask.csv,,,,,,,384.3A03,Oregon RFID
TagMask.csv,,,,,,,384.3B23,Biomark
TagMask.csv,,,,,,,3BC,EID
TagMask.csv,,,,,,,3D1.2E90,EZIDAvid
TagMask.csv,,,,,,,3D1.2E91,EZIDAvid
TagMask.csv,,,,,,,3D6.0005,Allflex
TagMask.csv,,,,,,,3D6.0008,Allflex
TagMask.csv,,,,,,,3D6.0009,Allflex
TagMask.csv,,,,,,,3D6.000A,Allflex
TagMask.csv,,,,,,,3D6.000B,Allflex
TagMask.csv,,,,,,,3D6.0015,Allflex
TagMask.csv,,,,,,,3D6.0018,Biomark
TagMask.csv,,,,,,,3D6.021E,Allflex
TagMask.csv,,,,,,,3D6.1533,Biomark
TagMask.csv,,,,,,,3D6.1534,Biomark
TagMask.csv,,,,,,,3D6.1D59,Biomark
TagMask.csv,,,,,,,3D9.0258,Destron
TagMask.csv,,,,,,,3D9.04A8,Destron
TagMask.csv,,,,,,,3D9.0C9B,Destron
TagMask.csv,,,,,,,3D9.0EEE,Destron
TagMask.csv,,,,,,,3D9.133B,Destron
TagMask.csv,,,,,,,3D9.1748,Destron
TagMask.csv,,,,,,,3D9.1749,Destron
TagMask.csv,,,,,,,3D9.1A4F,Biomark
TagMask.csv,,,,,,,3D9.1BF0,Destron
TagMask.csv,,,,,,,3D9.1BF1,Destron
TagMask.csv,,,,,,,3D9.1BF2,Destron
TagMask.csv,,,,,,,3D9.1C2C,Destron
TagMask.csv,,,,,,,3D9.1C2D,Destron
TagMask.csv,,,,,,,3D9.1C2E,Destron
TagMask.csv,,,,,,,3D9.1C67,Destron
TagMask.csv,,,,,,,3D9.239F,Destron
TagMask.csv,,,,,,,3D9.23DB,Destron
TagMask.csv,,,,,,,3D9.257C,Destron
TagMask.csv,,,,,,,3D9.2794,Destron
TagMask.csv,,,,,,,3D9.280B,Destron
TagMask.csv,,,,,,,3D9.4C21,Destron
TagMask.csv,,,,,,,3D9.5C2D,Destron
TagMask.csv,,,,,,,3DA.1A19,RFID Solutions
TagMask.csv,,,,,,,3DD.003B,Biomark
TagMask.csv,,,,,,,3DD.003C,Biomark
TagMask.csv,,,,,,,3DD.003D,Biomark
TagMask.csv,,,,,,,3DD.003E,Biomark
TagMask.csv,,,,,,,3DD.0077,Biomark
TagMask.csv,,,,,,,3DD.0078,Biomark
